,INCIDENT_UNIQUE_IDENTIFIER,SUBJECT_GENDER,SUBJECT_DETAILS,SUBJECT_RACE,SUBJECT_DETAILS.2,SEARCH_REASON,INCIDENT_REASON,INCIDENT_REASON.1,VEHICLE_MAKE,VEHICLE_YEAR,VEHICLE_COLOR,VEHICLE_DETAILS,VEHICLE_DETAILS.1,OFFICER_SUPERVISOR,OFFICER_ID,OFFICER_ASSIGNMENT,OFFICER_AGE,LOCATION_STREET_NUMBER,LOCATION_CITY,Year,Month,Day,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,SEARCH_CONDUCTED,SEARCH_CONDUCTED,DISPOSITION,DISPOSITION,DISPOSITION,occurances,Cluster_kmeans
1601,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,126552,3,0.18571428571428572,4771,Boston,0.5,0.6363636363636364,0.7666666666666667,0,1,0,0,1,1,0,0,1,0,1,6
1602,OTHER,1,YES,White,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11401.0,103588,7,0.32857142857142857,1033,Brighton,0.75,0.09090909090909091,0.3333333333333333,0,1,0,1,0,1,0,0,1,0,1,14
1603,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,11756.0,83575,4,0.2571428571428571,485,Dorchester,0.0,0.9999999999999999,0.8666666666666667,0,1,0,1,1,1,0,0,1,0,1,3
1604,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2000.0,GREEN,DRIVER,MA,11756.0,86124,4,0.18571428571428572,485,Roslindale,0.0,0.36363636363636365,0.6333333333333333,0,1,0,0,0,1,0,0,1,0,1,8
1605,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9965.0,116141,4,0.18571428571428572,485,Mattapan,0.0,0.9999999999999999,0.7666666666666667,0,0,0,1,0,1,0,0,1,0,1,17
1606,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,103765,16,0.18571428571428572,OTHER,Hyde Park,0.0,0.8181818181818182,0.1,0,1,0,0,0,1,0,0,1,0,1,16
1607,OTHER,1,YES,Black,Brown,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11612.0,103765,16,0.2285714285714286,OTHER,Mattapan,1.0,0.2727272727272727,0.4,0,1,0,1,1,1,0,0,1,0,1,1
1608,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,LARCENY,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8940.0,93431,8,0.17142857142857143,4124,Dorchester,0.5,0.36363636363636365,0.5,0,1,0,0,1,1,0,0,1,0,1,9
1609,OTHER,1,YES,Hispanic,Light,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,62601,16,0.14285714285714285,OTHER,Roxbury,0.25,0.6363636363636364,0.23333333333333334,0,1,0,1,0,1,0,0,1,0,1,16
1610,OTHER,1,YES,White,Med,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,103514,6,0.32857142857142857,106,OTHER,0.25,0.36363636363636365,0.2,0,1,0,1,0,1,0,0,1,0,1,4
1611,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,DRUGS,FORD,2000.0,RED,DRIVER,MA,8022.0,11066,6,0.18571428571428572,106,OTHER,0.5,0.36363636363636365,0.4,0,1,0,0,1,1,1,1,1,0,1,19
1612,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,106713,4,0.18571428571428572,485,Dorchester,0.75,0.2727272727272727,0.8,0,1,0,1,1,1,0,0,1,0,1,17
1613,OTHER,1,YES,White,OTHER,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,75928,8,0.2142857142857143,2893,Boston,0.0,0.9090909090909091,0.1,0,1,0,0,0,1,0,0,1,0,1,0
1614,OTHER,1,YES,Black,Brown,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,86124,16,0.2285714285714286,4562,Boston,0.25,0.4545454545454545,0.6,0,1,0,0,0,1,0,0,1,0,1,16
1615,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,106658,3,0.18571428571428572,485,Roxbury,0.25,0.09090909090909091,0.7333333333333333,0,0,0,1,0,1,0,0,1,0,1,6
1616,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,103591,16,0.18571428571428572,OTHER,Roxbury,0.5,0.1818181818181818,0.8666666666666667,0,1,0,0,0,1,0,0,1,0,1,1
1617,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,86845,4,0.18571428571428572,485,OTHER,0.0,0.1818181818181818,0.2,0,1,0,1,1,1,0,0,1,0,1,17
1618,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11359.0,98657,10,0.18571428571428572,OTHER,OTHER,0.25,0.6363636363636364,0.5,0,1,0,1,0,1,0,0,1,0,1,16
1619,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,52976,16,0.14285714285714285,OTHER,Dorchester,0.5,0.6363636363636364,0.26666666666666666,0,1,0,1,0,1,0,0,1,0,1,1
1620,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,9996,16,0.18571428571428572,485,OTHER,0.25,0.4545454545454545,0.0,0,1,0,1,0,1,0,0,1,0,1,1
1621,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,102385,1,0.2571428571428571,2800,Charlestown,0.0,0.1818181818181818,0.7333333333333333,0,1,0,1,0,1,0,0,1,0,1,18
1622,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,76156,1,0.18571428571428572,543,Boston,0.5,0.09090909090909091,0.2,0,1,0,1,1,1,0,1,1,0,1,5
1623,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,86124.0,98656,9,0.18571428571428572,822,Jamaica Plain,0.25,0.1818181818181818,0.4,0,1,0,1,0,1,0,0,1,0,1,12
1624,OTHER,1,YES,Black,Brown,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2002.0,GREY,DRIVER,MA,11610.0,107106,3,0.2285714285714286,485,Dorchester,0.5,0.4545454545454545,0.9666666666666667,0,1,0,1,0,1,0,0,1,0,1,8
1625,OTHER,1,YES,White,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,FORD,2000.0,RED,DRIVER,MA,9021.0,99776,5,0.32857142857142857,1350,Dorchester,0.75,0.6363636363636364,0.03333333333333333,0,1,0,0,1,0,1,0,1,0,1,19
1626,OTHER,1,NO,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,10591.0,116891,9,0.15714285714285714,822,OTHER,0.25,0.09090909090909091,0.6,0,1,0,1,1,1,0,0,1,0,1,7
1627,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,RADIO CALL,DISTURBANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,120930,8,0.18571428571428572,2893,Boston,1.0,0.1818181818181818,0.1,0,0,0,1,0,1,0,0,1,0,1,0
1628,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8311.0,99822,10,0.2571428571428571,OTHER,Hyde Park,0.0,0.6363636363636364,0.9333333333333333,0,1,0,1,0,1,0,0,1,0,1,14
1629,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,VAL,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,11631,16,0.2571428571428571,4562,Boston,0.0,0.8181818181818182,0.06666666666666668,0,1,0,0,1,1,0,0,1,0,1,14
1630,OTHER,1,YES,White,Light,REASONABLE SUSPICION,RADIO CALL,209A,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8830.0,11448,10,0.2571428571428571,OTHER,OTHER,0.0,0.4545454545454545,0.06666666666666668,0,1,0,1,0,1,0,0,1,1,1,14
1631,OTHER,1,YES,Black,Med,CONSENT SEARCH,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,BLACK,PASSENGER,MA,11610.0,107106,3,0.18571428571428572,485,Roxbury,0.25,0.5454545454545454,0.3333333333333333,0,1,0,1,1,1,0,0,1,0,1,7
1632,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,95800,2,0.32857142857142857,506,East Boston,0.25,0.8181818181818182,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,1,15
1633,OTHER,1,YES,Black,Dark,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,102951,16,0.17142857142857143,OTHER,Roxbury,0.75,0.2727272727272727,0.06666666666666668,0,1,0,1,1,1,0,0,1,0,1,16
1634,OTHER,1,YES,Hispanic,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2008.0,BLACK,DRIVER,MA,11312.0,55238,16,0.14285714285714285,OTHER,Roxbury,0.25,0.8181818181818182,0.7,0,1,0,1,0,1,0,0,1,0,1,13
1635,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,11610.0,98660,3,0.18571428571428572,485,Roxbury,0.25,0.36363636363636365,0.06666666666666668,0,1,0,1,0,1,0,0,1,0,1,7
1636,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,107106,3,0.18571428571428572,485,Dorchester,0.5,0.36363636363636365,0.8,0,1,0,1,1,1,0,0,1,0,1,6
1637,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11613.0,86212,9,0.17142857142857143,822,OTHER,0.5,0.1818181818181818,0.43333333333333335,0,1,0,1,1,1,0,0,1,0,1,9
1638,OTHER,1,NO,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,1317.0,11819,2,0.1,506,East Boston,0.0,0.09090909090909091,0.8,0,0,0,1,0,1,0,0,1,0,1,15
1639,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,81410,16,0.18571428571428572,OTHER,Dorchester,0.25,0.4545454545454545,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,1,16
1640,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,FIREARM,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10534.0,86209,8,0.17142857142857143,4771,Roxbury,0.5,0.6363636363636364,0.5333333333333333,0,1,0,0,1,1,0,0,1,0,1,9
1641,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,74876,16,0.18571428571428572,OTHER,Mattapan,1.0,0.2727272727272727,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,1,9
1642,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,ABDW,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,93870,8,0.2571428571428571,2893,Boston,0.75,0.5454545454545454,0.6,0,0,1,0,1,1,0,0,1,0,1,0
1643,OTHER,1,YES,Black,Med,CONSENT SEARCH,MOTOR VEHICLE VIOLATION,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,55238,16,0.18571428571428572,OTHER,Dorchester,0.5,0.7272727272727273,0.1,0,1,0,1,1,1,0,0,1,0,1,1
1644,OTHER,1,YES,Black,Dark,CONSENT SEARCH,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,75105,2,0.17142857142857143,506,East Boston,0.75,0.4545454545454545,0.1,0,1,0,0,0,1,0,0,1,0,1,15
1645,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2001.0,WHITE,PASSENGER,MA,8824.0,OTHER,2,0.18571428571428572,4035,OTHER,0.75,0.4545454545454545,0.43333333333333335,0,1,0,1,0,1,0,0,1,0,1,7
1646,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,12317,1,0.18571428571428572,543,Boston,0.5,0.6363636363636364,0.7333333333333333,0,1,0,1,0,1,0,0,1,0,1,5
1647,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,VANDALISM,HONDA,2002.0,GREY,DRIVER,MA,7358.0,11168,10,0.2571428571428571,OTHER,OTHER,0.75,0.2727272727272727,0.4,0,1,0,1,0,1,0,0,1,1,1,13
1648,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,11631,16,0.18571428571428572,2974,East Boston,0.25,0.8181818181818182,0.3,0,1,0,0,0,1,0,0,1,0,1,1
1649,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10060.0,95168,1,0.2571428571428571,4771,South End,0.0,0.6363636363636364,0.7,0,1,1,1,1,1,0,0,1,1,1,18
1650,OTHER,1,NO,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,12283.0,106719,3,0.14285714285714285,485,Roxbury,0.0,0.2727272727272727,0.5,0,1,0,0,0,1,0,0,1,0,1,6
1651,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8940.0,106718,3,0.18571428571428572,485,OTHER,0.0,0.0,0.06666666666666668,0,1,0,0,0,1,0,0,1,0,1,6
1652,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8237.0,OTHER,9,0.17142857142857143,822,Roxbury,0.75,0.9999999999999999,0.7666666666666667,0,1,0,0,0,1,0,0,1,0,1,9
1653,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9012.0,83788,16,0.18571428571428572,OTHER,Dorchester,0.25,0.4545454545454545,0.6333333333333333,0,1,0,0,0,1,0,0,1,0,1,1
1654,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,62601,16,0.18571428571428572,OTHER,Dorchester,0.25,0.8181818181818182,0.8,0,1,0,1,1,1,0,0,1,0,1,1
1655,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,GREY,DRIVER,MA,11612.0,98661,16,0.18571428571428572,485,OTHER,1.0,0.0,0.03333333333333333,0,1,0,0,1,1,0,0,1,0,1,11
1656,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,10845.0,107106,3,0.17142857142857143,485,Dorchester,0.0,0.36363636363636365,0.4,0,1,0,0,0,1,0,0,1,0,1,8
1657,OTHER,1,YES,White,OTHER,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,12283.0,116893,8,0.2142857142857143,2893,OTHER,0.75,0.36363636363636365,0.43333333333333335,0,1,1,1,1,1,1,0,1,0,1,7
1658,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,76146,5,0.32857142857142857,1350,Dorchester,0.0,0.8181818181818182,0.3666666666666667,0,0,0,1,0,1,0,0,1,0,1,10
1659,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,91925,16,0.17142857142857143,4562,Boston,0.0,0.7272727272727273,0.5333333333333333,0,1,0,1,1,1,0,0,1,0,1,16
1660,OTHER,1,YES,White,Fair,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,116909,4,0.14285714285714285,485,Mattapan,0.75,0.09090909090909091,0.4666666666666667,0,1,0,1,1,1,0,0,1,0,1,17
1661,OTHER,1,NO,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,OTHER,3,0.14285714285714285,485,Roxbury,0.75,0.7272727272727273,0.4,0,1,0,0,0,1,0,0,1,0,1,6
1662,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,10132.0,102366,16,0.14285714285714285,485,OTHER,0.75,0.4545454545454545,0.26666666666666666,0,1,0,1,1,1,1,0,1,0,1,12
1663,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,PROSTITUTION,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,7998.0,103749,5,0.2571428571428571,1350,OTHER,0.75,0.0,0.03333333333333333,0,1,0,0,0,1,0,0,1,0,1,10
1664,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,93854,16,0.18571428571428572,OTHER,Dorchester,0.25,0.9999999999999999,0.9,0,1,0,1,0,1,0,0,1,0,1,1
1665,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,11418,1,0.32857142857142857,OTHER,OTHER,0.0,0.0,0.13333333333333333,0,0,0,1,0,1,0,0,1,0,1,18
1666,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,103772,5,0.18571428571428572,1350,Dorchester,0.25,0.1818181818181818,0.2,0,0,0,1,0,1,0,0,1,0,1,10
1667,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10548.0,86206,1,0.18571428571428572,4771,South End,0.25,0.2727272727272727,0.1,0,1,0,0,0,1,0,0,1,0,1,9
1668,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,106745,3,0.18571428571428572,485,Dorchester,0.5,0.2727272727272727,0.8333333333333334,0,1,0,0,0,1,0,0,1,0,1,6
1669,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,56108,9,0.2571428571428571,822,Jamaica Plain,0.5,0.2727272727272727,0.16666666666666669,0,0,0,1,0,1,0,0,1,0,1,14
1670,OTHER,1,NO,White,Light,PROBABLE CAUSE,RADIO CALL,DISTURBANCE,HONDA,2002.0,GREY,DRIVER,MA,10402.0,103537,10,0.17142857142857143,OTHER,OTHER,0.0,0.4545454545454545,0.5,0,1,0,1,0,1,0,0,1,0,1,13
1671,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,103720,3,0.18571428571428572,485,Dorchester,0.5,0.09090909090909091,0.4,0,1,0,1,1,1,0,0,1,0,1,6
1672,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,8695.0,93256,5,0.17142857142857143,1350,Dorchester,0.25,0.09090909090909091,0.7,0,1,0,0,0,1,0,0,1,0,1,12
1673,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2000.0,GREEN,DRIVER,MA,10166.0,10417,1,0.2571428571428571,2800,Charlestown,0.75,0.1818181818181818,0.13333333333333333,0,1,0,0,0,1,0,0,1,0,1,13
1674,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,126574,3,0.18571428571428572,485,Roxbury,1.0,0.0,0.3,0,1,0,0,0,1,0,0,1,0,1,6
